sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
45534;SDS011;31426;48.798;9.698;2020-05-06T00:02:55;1.70;;;1.08;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:05:20;2.05;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:07:46;2.08;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:10:11;3.50;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:12:39;4.20;;;1.50;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:15:05;3.45;;;0.88;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:17:41;2.17;;;1.20;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:20:07;2.67;;;1.02;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:22:33;4.57;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:24:59;2.72;;;1.02;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:27:24;2.03;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:29:50;3.87;;;1.30;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:32:15;1.73;;;0.95;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:34:41;3.78;;;1.08;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:37:07;1.87;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:39:32;2.65;;;1.20;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:41:58;1.95;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:44:23;4.30;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:46:49;2.47;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:49:15;3.45;;;1.37;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:51:40;1.90;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:54:06;1.75;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:56:31;2.12;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T00:58:57;2.10;;;0.75;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:01:23;2.75;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:03:48;2.33;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:06:14;2.47;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:08:40;4.93;;;1.25;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:11:05;2.53;;;1.20;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:13:31;1.58;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:15:56;2.33;;;1.05;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:18:27;2.22;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:21:04;2.72;;;0.75;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:23:40;2.97;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:26:10;2.97;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:28:42;1.90;;;0.82;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:31:14;2.35;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:33:45;3.62;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:36:33;2.28;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:39:13;1.92;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:42:02;3.37;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:44:49;1.15;;;0.77;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:47:20;1.77;;;1.17;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:49:46;1.10;;;0.85;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:52:15;2.17;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:55:13;4.22;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T01:58:16;3.83;;;0.95;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:01:09;6.43;;;0.85;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:03:48;2.45;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:06:34;2.15;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:09:02;1.90;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:11:46;3.90;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:14:16;4.95;;;1.35;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:17:02;1.02;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:19:30;1.20;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:21:58;5.35;;;1.20;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:24:24;4.70;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:26:51;3.03;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:29:16;1.58;;;0.82;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:31:42;2.22;;;1.20;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:34:07;2.70;;;1.17;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:36:33;3.15;;;0.95;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:38:59;2.83;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:41:25;2.87;;;0.82;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:43:51;2.87;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:46:34;2.95;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:49:04;2.70;;;1.23;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:51:30;1.77;;;0.95;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:53:55;2.70;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:56:21;3.47;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T02:58:47;2.80;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:01:13;2.72;;;0.98;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:03:38;2.15;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:06:04;0.93;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:08:29;4.05;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:10:55;1.20;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:13:21;1.87;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:15:46;2.83;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:18:12;2.53;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:20:38;3.20;;;1.15;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:23:03;1.95;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:25:29;1.65;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:27:54;2.67;;;1.08;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:30:20;2.62;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:32:46;2.60;;;0.82;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:35:11;4.78;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:37:37;1.15;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:40:02;5.20;;;0.98;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:42:28;1.95;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:44:56;2.80;;;0.88;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:47:21;2.97;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:49:47;2.20;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:52:12;1.42;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:54:38;2.47;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:57:04;1.90;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T03:59:29;2.40;;;1.10;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:01:55;2.28;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:04:21;1.33;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:06:46;3.85;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:09:15;0.77;;;0.50;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:11:41;1.80;;;0.50;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:14:17;1.25;;;0.85;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:16:43;1.85;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:19:09;2.35;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:21:35;2.40;;;0.77;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:24:02;1.98;;;0.75;;
45534;SDS011;31426;48.798;9.698;2020-05-06T04:26:31;2.03;;;0.80;;
