sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
45534;SDS011;31261;48.798;9.698;2020-05-04T00:02:06;8.45;;;1.58;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:04:32;5.00;;;1.30;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:07:09;7.80;;;1.60;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:10:01;6.00;;;1.48;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:12:34;5.75;;;1.35;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:15:00;2.30;;;1.00;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:17:26;4.80;;;1.17;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:19:52;4.30;;;1.48;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:22:17;3.05;;;1.15;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:24:43;6.65;;;1.20;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:27:09;5.97;;;0.98;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:29:34;6.15;;;1.20;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:32:00;5.55;;;1.33;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:34:26;8.50;;;1.60;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:36:51;3.47;;;1.20;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:39:18;3.35;;;1.40;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:41:47;1.58;;;0.93;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:44:12;7.53;;;1.40;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:46:38;3.65;;;1.05;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:49:04;6.55;;;1.58;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:51:30;2.12;;;1.10;;
45534;SDS011;31261;48.798;9.698;2020-05-04T00:53:55;3.65;;;1.20;;
