sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
45535;DHT22;31426;48.798;9.698;2020-05-06T00:00:28;21.20;49.50
45535;DHT22;31426;48.798;9.698;2020-05-06T00:02:55;21.20;49.60
45535;DHT22;31426;48.798;9.698;2020-05-06T00:05:21;21.20;49.60
45535;DHT22;31426;48.798;9.698;2020-05-06T00:07:46;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:10:14;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:12:40;21.10;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:15:16;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:17:42;21.20;49.60
45535;DHT22;31426;48.798;9.698;2020-05-06T00:20:08;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:22:33;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:24:59;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:27:25;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:29:50;21.20;49.70
45535;DHT22;31426;48.798;9.698;2020-05-06T00:32:16;21.20;49.80
45535;DHT22;31426;48.798;9.698;2020-05-06T00:34:41;21.20;49.80
45535;DHT22;31426;48.798;9.698;2020-05-06T00:37:07;21.20;49.80
45535;DHT22;31426;48.798;9.698;2020-05-06T00:39:33;21.20;49.80
45535;DHT22;31426;48.798;9.698;2020-05-06T00:41:58;21.20;49.80
45535;DHT22;31426;48.798;9.698;2020-05-06T00:44:24;21.20;49.90
45535;DHT22;31426;48.798;9.698;2020-05-06T00:46:49;21.20;49.90
45535;DHT22;31426;48.798;9.698;2020-05-06T00:49:15;21.20;49.90
45535;DHT22;31426;48.798;9.698;2020-05-06T00:51:41;21.20;49.90
45535;DHT22;31426;48.798;9.698;2020-05-06T00:54:06;21.20;50.00
45535;DHT22;31426;48.798;9.698;2020-05-06T00:56:32;21.20;50.00
45535;DHT22;31426;48.798;9.698;2020-05-06T00:58:57;21.20;50.10
45535;DHT22;31426;48.798;9.698;2020-05-06T01:01:23;21.20;50.10
45535;DHT22;31426;48.798;9.698;2020-05-06T01:03:49;21.20;50.10
45535;DHT22;31426;48.798;9.698;2020-05-06T01:06:14;21.20;50.10
45535;DHT22;31426;48.798;9.698;2020-05-06T01:08:40;21.20;50.10
45535;DHT22;31426;48.798;9.698;2020-05-06T01:11:06;21.20;51.00
45535;DHT22;31426;48.798;9.698;2020-05-06T01:13:31;21.20;50.20
45535;DHT22;31426;48.798;9.698;2020-05-06T01:15:59;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:18:27;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:21:05;21.20;50.20
45535;DHT22;31426;48.798;9.698;2020-05-06T01:23:41;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:26:14;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:28:46;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:31:19;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:33:48;21.20;50.40
45535;DHT22;31426;48.798;9.698;2020-05-06T01:36:42;21.20;50.30
45535;DHT22;31426;48.798;9.698;2020-05-06T01:39:20;21.20;50.40
45535;DHT22;31426;48.798;9.698;2020-05-06T01:47:21;21.10;50.50
45535;DHT22;31426;48.798;9.698;2020-05-06T01:49:47;21.20;50.60
45535;DHT22;31426;48.798;9.698;2020-05-06T01:52:23;21.20;50.60
45535;DHT22;31426;48.798;9.698;2020-05-06T01:55:20;21.10;50.60
45535;DHT22;31426;48.798;9.698;2020-05-06T01:58:20;21.10;50.60
45535;DHT22;31426;48.798;9.698;2020-05-06T02:01:12;21.10;50.60
45535;DHT22;31426;48.798;9.698;2020-05-06T02:03:49;21.20;50.80
45535;DHT22;31426;48.798;9.698;2020-05-06T02:06:35;21.20;50.80
45535;DHT22;31426;48.798;9.698;2020-05-06T02:09:08;21.10;50.80
45535;DHT22;31426;48.798;9.698;2020-05-06T02:11:46;21.20;50.90
45535;DHT22;31426;48.798;9.698;2020-05-06T02:14:17;21.10;50.80
45535;DHT22;31426;48.798;9.698;2020-05-06T02:17:03;21.10;51.00
45535;DHT22;31426;48.798;9.698;2020-05-06T02:19:31;21.10;51.00
45535;DHT22;31426;48.798;9.698;2020-05-06T02:21:58;21.10;51.00
45535;DHT22;31426;48.798;9.698;2020-05-06T02:24:25;21.10;51.10
45535;DHT22;31426;48.798;9.698;2020-05-06T02:26:51;21.10;51.10
45535;DHT22;31426;48.798;9.698;2020-05-06T02:29:17;21.10;51.10
45535;DHT22;31426;48.798;9.698;2020-05-06T02:31:42;21.10;51.20
45535;DHT22;31426;48.798;9.698;2020-05-06T02:34:08;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:36:33;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:38:59;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:41:26;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:43:52;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:46:35;21.10;51.40
45535;DHT22;31426;48.798;9.698;2020-05-06T02:49:05;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:51:30;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:53:56;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:56:22;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T02:58:47;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:01:13;21.10;51.40
45535;DHT22;31426;48.798;9.698;2020-05-06T03:03:39;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:06:04;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:08:30;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:10:55;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:13:21;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:15:47;21.10;51.30
45535;DHT22;31426;48.798;9.698;2020-05-06T03:18:12;21.10;51.40
45535;DHT22;31426;48.798;9.698;2020-05-06T03:20:38;21.10;51.40
45535;DHT22;31426;48.798;9.698;2020-05-06T03:23:04;21.10;51.40
45535;DHT22;31426;48.798;9.698;2020-05-06T03:25:29;21.10;51.50
45535;DHT22;31426;48.798;9.698;2020-05-06T03:27:55;21.10;51.50
45535;DHT22;31426;48.798;9.698;2020-05-06T03:30:20;21.10;51.50
45535;DHT22;31426;48.798;9.698;2020-05-06T03:32:46;21.10;51.50
45535;DHT22;31426;48.798;9.698;2020-05-06T03:35:12;21.10;51.50
45535;DHT22;31426;48.798;9.698;2020-05-06T03:37:37;21.10;51.60
