sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
45534;SDS011;31426;48.798;9.698;2020-05-07T00:01:52;3.28;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:04:18;1.98;;;0.98;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:06:44;1.27;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:09:11;1.08;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:11:38;1.98;;;0.62;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:14:04;2.40;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:16:29;3.37;;;0.77;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:18:55;2.00;;;0.62;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:21:20;3.70;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:23:46;3.90;;;1.15;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:26:12;1.83;;;0.90;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:28:37;2.95;;;0.50;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:31:03;1.27;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:33:29;2.35;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:35:54;2.10;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:38:20;2.53;;;0.93;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:40:45;1.15;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:43:11;2.12;;;1.00;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:45:37;1.85;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:48:02;1.35;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:50:28;1.58;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:52:53;2.35;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:55:19;1.35;;;0.43;;
45534;SDS011;31426;48.798;9.698;2020-05-07T00:57:45;1.67;;;0.80;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:00:10;0.90;;;0.50;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:02:36;1.37;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:05:02;1.25;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:07:28;1.10;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:09:53;1.30;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:12:19;1.20;;;0.50;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:14:45;0.93;;;0.70;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:17:10;3.67;;;0.77;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:19:36;1.40;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:22:01;2.90;;;0.57;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:24:27;2.05;;;0.62;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:32:01;1.25;;;0.57;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:34:27;0.85;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:36:52;1.65;;;0.60;;
45534;SDS011;31426;48.798;9.698;2020-05-07T01:39:19;1.10;;;0.62;;
