sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
45535;DHT22;31261;48.798;9.698;2020-05-04T00:02:07;21.30;50.90
45535;DHT22;31261;48.798;9.698;2020-05-04T00:04:32;21.30;51.00
45535;DHT22;31261;48.798;9.698;2020-05-04T00:07:09;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:10:02;21.30;50.90
45535;DHT22;31261;48.798;9.698;2020-05-04T00:12:34;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:15:00;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:17:27;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:19:52;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:22:18;21.30;51.20
45535;DHT22;31261;48.798;9.698;2020-05-04T00:24:43;21.30;51.10
45535;DHT22;31261;48.798;9.698;2020-05-04T00:27:09;21.30;51.20
45535;DHT22;31261;48.798;9.698;2020-05-04T00:29:35;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:32:00;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:34:26;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:36:52;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:39:21;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:41:47;21.30;51.40
45535;DHT22;31261;48.798;9.698;2020-05-04T00:44:13;21.30;51.60
45535;DHT22;31261;48.798;9.698;2020-05-04T00:46:38;21.30;51.60
45535;DHT22;31261;48.798;9.698;2020-05-04T00:49:04;21.30;51.70
45535;DHT22;31261;48.798;9.698;2020-05-04T00:51:30;21.30;51.80
45535;DHT22;31261;48.798;9.698;2020-05-04T00:53:56;21.30;51.90
45535;DHT22;31261;48.798;9.698;2020-05-04T00:56:22;21.30;51.90
45535;DHT22;31261;48.798;9.698;2020-05-04T00:58:47;21.20;51.90
45535;DHT22;31261;48.798;9.698;2020-05-04T01:01:13;21.30;52.00
45535;DHT22;31261;48.798;9.698;2020-05-04T01:03:38;21.30;52.10
45535;DHT22;31261;48.798;9.698;2020-05-04T01:06:04;21.30;52.10
45535;DHT22;31261;48.798;9.698;2020-05-04T01:08:30;21.30;52.20
45535;DHT22;31261;48.798;9.698;2020-05-04T01:10:56;21.30;52.20
45535;DHT22;31261;48.798;9.698;2020-05-04T01:13:21;21.30;52.20
45535;DHT22;31261;48.798;9.698;2020-05-04T01:15:47;21.30;52.30
45535;DHT22;31261;48.798;9.698;2020-05-04T01:18:13;21.30;52.30
45535;DHT22;31261;48.798;9.698;2020-05-04T01:20:38;21.30;52.40
45535;DHT22;31261;48.798;9.698;2020-05-04T01:23:04;21.20;52.40
45535;DHT22;31261;48.798;9.698;2020-05-04T01:25:30;21.30;52.20
45535;DHT22;31261;48.798;9.698;2020-05-04T01:27:55;21.30;52.50
45535;DHT22;31261;48.798;9.698;2020-05-04T01:30:22;21.30;52.50
45535;DHT22;31261;48.798;9.698;2020-05-04T01:32:58;21.30;52.60
45535;DHT22;31261;48.798;9.698;2020-05-04T01:35:38;21.30;52.60
45535;DHT22;31261;48.798;9.698;2020-05-04T01:38:24;21.30;52.60
45535;DHT22;31261;48.798;9.698;2020-05-04T01:40:50;21.30;52.70
45535;DHT22;31261;48.798;9.698;2020-05-04T01:43:16;21.30;52.70
45535;DHT22;31261;48.798;9.698;2020-05-04T01:45:41;21.20;52.70
45535;DHT22;31261;48.798;9.698;2020-05-04T01:48:08;21.30;52.70
45535;DHT22;31261;48.798;9.698;2020-05-04T01:50:38;21.30;52.60
45535;DHT22;31261;48.798;9.698;2020-05-04T01:53:05;21.20;52.60
45535;DHT22;31261;48.798;9.698;2020-05-04T01:55:30;21.30;52.70
45535;DHT22;31261;48.798;9.698;2020-05-04T01:57:56;21.20;52.80
45535;DHT22;31261;48.798;9.698;2020-05-04T02:00:22;21.20;52.90
45535;DHT22;31261;48.798;9.698;2020-05-04T02:02:47;21.20;53.00
45535;DHT22;31261;48.798;9.698;2020-05-04T02:05:13;21.30;52.90
45535;DHT22;31261;48.798;9.698;2020-05-04T02:07:39;21.30;52.90
